,url_length,hostname_length,path_length,query_length,has_ip,has_at_symbol,count_dots,count_hyphens,count_slashes,count_underscores,count_question_marks,count_equals,count_ampersands,count_digits,count_uppercase,count_lowercase,digit_ratio,uppercase_ratio,special_char_count,subdomain_count,max_segment_length,avg_segment_length,url_entropy,hostname_entropy,path_entropy,uses_https,suspicious_words,count_percent,count_semicolons,count_colons,count_brackets,count_plus,count_asterisk,path_depth,query_params,max_consecutive_digits,max_consecutive_letters,hostname_digit_ratio,path_digit_ratio,domain_length,tld_length,vowel_consonant_ratio,unique_char_ratio,numeric_domain_ratio,shortening_service,suspicious_tld
219413,-0.38519603,0.029825043,-0.3940044,-0.21509846,-0.13876878,-0.12997864,0.3340256,0.017109161,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.09576982,-0.1802945,-0.46063673,0.28031853,-0.4285961,-0.2241128,0.112404324,0.07513522,-0.12599961,0.3731703,0.27321413,0.5937098,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,0.53704447,-0.6455688,-0.2335685,1.1075397,0.16257435,0.013864466,-0.5645433,0.6533282,-0.22330509,-0.2556622,-0.072919846
378687,-0.08612169,-0.6489945,0.38146177,-0.21509846,-0.13876878,-0.12997864,-1.0807016,0.017109161,0.26106188,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,0.2393747,-0.6716428,-0.4285961,-0.2241128,-1.2088159,-0.31841472,0.24933873,-0.13087584,0.0071504847,0.67104906,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,-0.68225485,1.1496527,-0.2335685,-0.5758652,-0.2585857,1.1079295,1.5198019,-0.537255,-0.22330509,-0.2556622,-0.072919846
83814,0.020690568,-0.37746668,0.4590084,-0.21509846,-0.13876878,-0.12997864,-0.37333798,0.017109161,0.26106188,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.5616496,-0.027089573,-0.14952055,1.3229429,0.1522078,-0.2241128,0.112404324,-0.51518965,-0.5764055,1.3360571,-0.6342013,0.766001,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,2.9756432,-0.24663068,-0.2335685,1.6255106,-0.46916574,0.013864466,0.7715756,0.27638397,-0.22330509,-0.2556622,-0.072919846
494008,-0.0006718838,-0.37746668,-0.08381794,0.07352401,-0.13876878,-0.12997864,-0.37333798,0.017109161,0.26106188,-0.2848693,1.7101827,-0.28930125,-0.16986519,-0.4244795,-0.1802945,0.2393747,-0.6716428,-0.4285961,-0.2241128,0.112404324,-0.9087396,-0.5764055,0.55060697,-0.49859735,0.5589395,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.13149805,0.5884504,-0.68225485,-0.44609973,-0.2335685,-0.5758652,-0.8903257,0.013864466,0.2048266,-0.2566343,-0.22330509,-0.2556622,-0.072919846
81847,-0.1288466,-0.24170277,0.14882192,-0.21509846,-0.13876878,-0.12997864,-0.37333798,0.46833542,0.26106188,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,0.0838166,-0.6716428,-0.4285961,-0.2241128,0.112404324,-0.31841472,-0.42627013,0.17363654,-0.11243772,0.4704022,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.13149805,-0.27889544,-0.68225485,-0.44609973,-0.2335685,-0.5758652,-0.2585857,0.013864466,-1.0873725,-0.109326474,-0.22330509,-0.2556622,-0.072919846
404473,-0.7269953,-0.6489945,-0.8205108,-0.21509846,-0.13876878,-0.12997864,-1.0807016,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.34230208,-0.1802945,-0.88842154,-0.29765797,-0.4285961,-0.2241128,-1.2088159,-0.12163975,0.3593795,-0.86719334,0.5590302,-0.72758645,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.37743002,-1.243976,0.37861016,-0.5758652,-0.04800568,0.013864466,-0.09366632,1.6263705,0.29388613,-0.2556622,-0.072919846
74597,0.5761143,0.16558896,1.3120213,-0.21509846,-0.13876878,-0.12997864,0.3340256,0.46833542,0.26106188,1.3956746,-0.3530344,-0.28930125,-0.16986519,0.15076247,-0.1802945,0.97827566,0.15196422,-0.4285961,-0.2241128,0.112404324,0.2719102,0.024135765,0.60562634,0.7764355,0.8819505,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,1.4515189,0.15230744,-0.2335685,0.24513966,0.37315437,0.013864466,-0.390267,-1.1234418,-0.22330509,-0.2556622,-0.072919846
315440,-0.6415455,0.5728807,-1.0143774,-0.21509846,-0.13876878,-0.12997864,-0.37333798,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.6939739,-0.6716428,-0.4285961,-0.2241128,0.112404324,0.86223507,0.4745417,-1.3395425,0.26523027,-2.4449024,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-1.3284384,-0.27889544,-0.68225485,0.75071466,-0.2335685,-0.5758652,1.0048945,0.013864466,-0.87287843,0.4692392,-0.22330509,-0.2556622,-0.072919846
517137,0.08477792,0.16558896,0.4202351,-0.21509846,-0.13876878,-0.12997864,-0.37333798,-0.4341171,-0.32242018,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.09576982,1.045345,-0.26618913,0.121575534,4.283711,-0.2241128,0.112404324,-0.31841472,0.024186451,1.1430243,0.5975304,0.9927811,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.37743002,0.75071466,-0.2335685,0.365414,-0.2585857,0.013864466,-0.713021,-0.26714158,-0.22330509,-0.2556622,-0.072919846
105890,-0.6842704,-0.6489945,-0.7429642,-0.21509846,-0.13876878,-0.12997864,-0.37333798,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.77175295,-0.6716428,-0.4285961,-0.2241128,0.112404324,-0.9087396,-0.876676,-1.1094518,-0.55841917,-0.5313298,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.68225485,-0.8450379,-0.2335685,-0.5758652,-0.8903257,0.013864466,-0.5645433,1.0092338,-0.22330509,-0.2556622,-0.072919846
424131,-0.10748415,-0.10593886,0.18759523,-0.21509846,-0.13876878,-0.12997864,-1.0807016,-0.4341171,1.428026,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,0.16159564,-0.6716428,-0.4285961,-0.2241128,-1.2088159,0.86223507,1.3749518,-0.849205,0.46196145,0.44022122,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,1.6639124,-0.27889544,-0.68225485,0.75071466,-0.2335685,-0.5758652,1.0048945,-1.0802006,0.66269886,-0.7875575,-0.22330509,-0.2556622,-0.072919846
417662,-0.29974622,-0.37746668,-0.12259124,-0.21509846,-0.13876878,-0.12997864,-1.0807016,0.46833542,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.14952055,-0.6716428,-0.4285961,-0.2241128,-1.2088159,0.46868518,0.7336601,-0.5618789,0.068039276,0.45338222,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.68225485,0.3517765,-0.2335685,-0.5758652,0.5837344,-1.0802006,0.3372471,-0.3745024,-0.22330509,-0.2556622,-0.072919846
374970,-0.55609566,0.16558896,-0.7041909,-0.21509846,-0.13876878,-0.12997864,-1.0807016,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.17794725,-0.1802945,-0.6550844,0.18992832,0.03516661,-0.2241128,-1.2088159,1.05901,1.6005565,0.4476989,0.7501348,-0.19789684,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.07260519,0.9501837,-0.2335685,1.697122,1.2154745,0.013864466,-0.32527068,1.6481237,-0.22330509,-0.2556622,-0.072919846
171884,-0.51337075,0.029825043,-0.58787096,-0.21509846,-0.13876878,-0.12997864,-1.0807016,-0.4341171,-0.32242018,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.26012468,-0.1802945,-0.5384158,-0.12050729,-0.4285961,-0.2241128,-1.2088159,0.86223507,1.3753535,-0.39503193,0.5757572,-0.38687658,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.13149805,-0.27889544,-0.07260519,0.3517765,0.6989671,-0.5758652,1.0048945,0.013864466,0.7715756,0.89555067,0.5507656,-0.2556622,-0.072919846
161202,-0.7483577,-0.7847584,-0.7817375,-0.21509846,-0.13876878,-0.12997864,-1.0807016,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.17794725,-0.1802945,-0.96620053,0.49186546,-0.4285961,-0.2241128,-1.2088159,-0.12163975,0.024135765,-0.72883976,0.047285035,-0.2960714,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.07260519,-0.24663068,-0.2335685,2.4903367,-0.04800568,-1.0802006,-0.35357705,1.819226,-0.22330509,-0.2556622,-0.072919846
123693,0.42657715,0.029825043,1.0793813,-0.21509846,-0.13876878,-0.12997864,0.3340256,2.2732406,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.23293988,-0.1802945,0.66715944,0.3499742,-0.4285961,-0.2241128,1.4336245,-1.1055146,-0.876676,1.0470114,-1.05115,0.88097125,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,1.7563437,-0.44609973,-0.2335685,0.4647851,-1.1009058,0.013864466,0.68396103,-0.716115,-0.22330509,-0.2556622,-0.072919846
419212,4.8699675,1.387464,0.536555,5.3212056,-0.13876878,7.693571,8.822389,-0.4341171,1.428026,-0.2848693,3.7733998,4.4934006,8.83935,4.1774564,0.8155375,4.9061174,1.3665303,0.38963494,6.874574,-1.2088159,2.4364347,2.1626437,2.4247496,0.3103514,0.65014416,-1.0827192,-0.22325253,0.6082263,11.2176,-0.1210725,-0.07281241,-0.09906927,-0.009524341,1.6639124,8.394563,2.3659935,2.346467,-0.2335685,-0.22686662,2.6895344,0.013864466,0.21647522,-2.4751449,-0.22330509,-0.2556622,-0.072919846
127346,0.4906645,0.43711677,1.1181546,-0.21509846,-0.13876878,-0.12997864,0.3340256,0.46833542,0.84454393,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.013592395,-0.027089573,0.8616071,-0.05566783,0.0018820752,-0.2241128,0.112404324,0.86223507,0.32440633,0.3579345,0.20436956,0.79753274,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,1.0654423,-0.27889544,-0.37743002,0.75071466,-0.2335685,0.062926866,1.0048945,-1.0802006,1.0859565,-0.91251177,-0.22330509,-0.2556622,-0.072919846
88171,-0.04339679,-0.37746668,0.34268847,-0.21509846,-0.13876878,-0.12997864,0.3340256,0.91956174,0.26106188,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.15076247,0.35592276,-0.38285768,0.5500409,1.7058581,-0.2241128,1.4336245,-0.9087396,-1.2144805,1.482157,-0.6342013,0.86882347,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,0.23221964,-0.6455688,-0.2335685,0.815282,-0.8903257,2.2019944,0.51086926,0.4692392,-0.22330509,-0.2556622,-0.072919846
311988,0.7256515,1.9305197,1.0793813,-0.21509846,-0.13876878,-0.12997864,0.3340256,2.7244668,0.84454393,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.4794722,-0.1802945,0.9393861,0.5282251,-0.4285961,-0.2241128,1.4336245,1.45256,0.69974464,0.41220263,0.44689685,0.69408584,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,0.53704447,1.3491218,0.034888737,0.72494775,1.6366345,0.013864466,1.0859565,-1.3026184,0.008916118,-0.2556622,-0.072919846
163361,-0.42792094,-0.24170277,-0.3940044,-0.21509846,-0.13876878,-0.12997864,-0.37333798,-0.4341171,0.26106188,0.55540264,-0.3530344,-0.28930125,-0.16986519,-0.4244795,0.12611535,-0.5773053,-0.6716428,1.3138156,-0.2241128,0.112404324,-0.31841472,-0.42627013,-0.59535855,-0.11243772,-0.04855993,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.13149805,-0.27889544,-0.68225485,-0.44609973,-0.2335685,-0.5758652,-0.2585857,0.013864466,0.2857142,0.08352876,-0.22330509,3.9114115,-0.072919846
234339,0.46930206,0.029825043,1.1957012,-0.21509846,-0.13876878,-0.12997864,1.7487528,-0.4341171,0.26106188,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.26012468,-0.1802945,1.0171652,-0.42231956,-0.4285961,0.0598347,0.112404324,0.07513522,-0.12599961,0.876285,0.6899497,0.88741285,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,-0.07260519,0.3517765,-0.2335685,-0.3291593,0.16257435,0.013864466,-0.6790678,-0.8807474,-0.22330509,-0.2556622,-0.072919846
199104,0.78973883,-0.51323056,1.8936208,-0.21509846,-0.13876878,-0.12997864,0.3340256,2.7244668,2.011508,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.23293988,-0.1802945,1.0949442,0.17454503,-0.4285961,-0.2241128,0.112404324,-0.7119646,-0.7265407,1.0367942,-0.15251471,0.9635013,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,2.2623825,-0.27889544,0.53704447,-0.6455688,-0.2335685,0.17723702,-0.6797458,0.013864466,0.9942617,-1.208017,-0.22330509,-0.2556622,-0.072919846
357486,0.4052147,-1.1920502,-0.7429642,1.2280139,-0.13876878,-0.12997864,1.0413892,-0.4341171,2.011508,-0.2848693,1.7101827,0.6672391,-0.16986519,0.3151173,0.20271781,0.0838166,0.5877634,0.7834801,1.4795722,-1.2088159,-1.3022896,-1.1409878,1.0512171,-0.8377993,-0.57265264,-1.0827192,-0.22325253,2.640779,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,0.5884504,-0.07260519,-0.6455688,2.2597046,-0.5758652,-1.3114858,0.013864466,-0.5179508,-0.6003594,2.0699346,-0.2556622,-0.072919846
130603,-0.55609566,0.029825043,-0.7041909,-0.21509846,-0.13876878,-0.12997864,0.3340256,-0.4341171,-0.32242018,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.61619484,-0.6716428,-0.4285961,-0.2241128,1.4336245,-0.9087396,-0.876676,-0.9140414,-0.25771466,-0.52883583,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.68225485,-0.8450379,-0.2335685,-0.5758652,-0.8903257,-1.0802006,-1.709788,0.4692392,-0.22330509,-0.2556622,-0.072919846
109857,-0.19293395,3.4239228,-1.0143774,-0.21509846,-0.13876878,-0.12997864,0.3340256,0.46833542,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.34230208,-0.1802945,-0.032851968,-0.4740659,-0.4285961,-0.2241128,1.4336245,1.8461099,1.9383608,-0.3126676,1.8121458,-2.4449024,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-1.3284384,-0.27889544,-0.37743002,0.55124557,-0.03222557,-0.5758652,1.0048945,0.013864466,0.2744149,-0.3713186,-0.053387146,-0.2556622,-0.072919846
518172,-0.7269953,-0.51323056,-0.8205108,-0.21509846,-0.13876878,-0.12997864,-1.0807016,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.8106425,-0.6716428,-0.4285961,-0.2241128,-1.2088159,0.07513522,0.4745417,-1.2853982,-0.23937936,-0.7214401,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.68225485,-0.04716162,-0.2335685,-0.5758652,0.16257435,0.013864466,-0.1635136,1.1419024,-0.22330509,-0.2556622,-0.072919846
94692,0.34112737,0.5728807,0.76919484,-0.21509846,-0.13876878,-0.12997864,-0.37333798,0.017109161,1.428026,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.15076247,-0.1802945,0.6282699,0.26811388,-0.4285961,-0.2241128,0.112404324,0.86223507,0.4745417,0.97321707,1.2036767,0.8316446,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,1.0654423,-0.27889544,1.4515189,0.75071466,-0.2335685,0.4896943,1.0048945,0.013864466,0.7715756,-0.67305714,-0.22330509,-0.2556622,-0.072919846
131360,-0.2142964,0.16558896,-0.12259124,-0.21509846,-0.13876878,-0.12997864,1.0413892,-0.4341171,0.26106188,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.07174149,-0.6716428,-0.4285961,-0.2241128,1.4336245,-0.7119646,-0.76407456,-0.1766155,0.20160387,0.32721642,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,-0.68225485,-0.44609973,-0.2335685,-0.5758652,-1.3114858,0.013864466,-0.373669,-0.15383154,-0.22330509,-0.2556622,-0.072919846
244353,-0.42792094,1.9305197,-1.0143774,-0.21509846,-0.13876878,-0.12997864,0.3340256,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.34396818,-0.6716428,-0.4285961,-0.2241128,1.4336245,1.8461099,0.69974464,0.25936148,2.050012,-2.4449024,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-1.3284384,-0.27889544,-0.68225485,1.7480599,-0.2335685,-0.5758652,2.0577946,0.013864466,0.46617705,0.8549497,-0.22330509,-0.2556622,-0.072919846
456576,0.4479396,-0.51323056,1.3120213,-0.21509846,-0.13876878,-0.12997864,-0.37333798,0.017109161,1.428026,0.55540264,-0.3530344,-0.28930125,-0.16986519,-0.013592395,0.20271781,0.6282699,-0.045034617,0.76304305,-0.2241128,0.112404324,-0.51518965,-0.70835954,0.8087501,-0.44887337,0.85465145,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,1.6639124,-0.27889544,-0.07260519,-0.44609973,-0.2335685,0.006410283,-0.46916574,1.1079295,0.99943566,-0.8981711,-0.22330509,-0.2556622,-0.072919846
471276,-0.7269953,0.16558896,-1.0143774,-0.21509846,-0.13876878,-0.12997864,-1.0807016,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.849532,-0.6716428,-0.4285961,0.0598347,-1.2088159,1.05901,1.6005565,-1.4125009,-0.28213707,-2.4449024,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-1.3284384,-0.27889544,-0.68225485,0.9501837,-0.2335685,-0.5758652,1.2154745,-1.0802006,-0.5977222,1.0478051,-0.22330509,-0.2556622,13.713689
456023,-0.620183,-0.24170277,-0.7041909,-0.21509846,-0.13876878,-0.12997864,-1.0807016,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.34230208,-0.1802945,-0.6550844,-0.35432234,-0.4285961,-0.2241128,-1.2088159,0.46868518,0.9249476,-1.0017984,0.018272132,-0.31465298,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.37743002,0.3517765,-0.2335685,0.21907602,0.5837344,0.013864466,0.3124724,0.913737,-0.22330509,-0.2556622,-0.072919846
90556,0.46930206,0.43711677,1.0793813,-0.21509846,-0.13876878,-0.12997864,-0.37333798,0.017109161,2.59499,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.027089573,0.97827566,-0.6716428,0.007006815,-0.2241128,-1.2088159,1.45256,2.0509622,0.27224654,0.4656563,0.76398045,-1.0827192,3.2097104,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,2.8608527,-0.27889544,-0.68225485,1.3491218,-0.2335685,-0.5758652,1.6366345,0.013864466,0.8468496,-1.1700304,-0.22330509,-0.2556622,-0.072919846
113311,0.020690568,1.1159363,0.032501988,-0.21509846,-0.13876878,-0.12997864,-0.37333798,0.46833542,-0.32242018,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,0.39493278,-0.6716428,-0.4285961,-0.2241128,0.112404324,1.6493349,1.0750828,-0.055819195,1.1664093,0.41468415,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.13149805,-0.27889544,-0.68225485,1.5485909,-0.2335685,-0.5758652,1.8472145,0.013864466,1.6623214,-0.75217724,-0.22330509,-0.2556622,-0.072919846
181981,-0.40655848,-0.51323056,-0.8205108,0.12600082,-0.13876878,-0.12997864,-0.37333798,-0.4341171,-0.9059022,-0.2848693,1.7101827,0.6672391,-0.16986519,-0.17794725,0.27932027,-0.6939739,0.058932196,2.1242397,0.0598347,0.112404324,-0.7119646,-0.7265407,1.0487232,-0.53573596,-0.46629694,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,0.5884504,-0.07260519,-0.8450379,-0.2335685,-0.5758652,-0.6797458,0.013864466,-0.5645433,1.6936458,-0.22330509,-0.2556622,-0.072919846
415114,-0.36383358,0.029825043,-0.31645778,-0.21509846,-0.13876878,-0.12997864,0.3340256,-0.4341171,0.26106188,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.30507866,-0.6716428,-0.10478107,-0.2241128,0.112404324,0.2719102,-0.12599961,-0.51437813,0.38587168,0.29745972,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,-0.68225485,0.15230744,-0.2335685,-0.5758652,0.37315437,3.2960594,0.21839993,-0.077922486,-0.22330509,-0.2556622,-0.072919846
103092,-0.87653244,-0.92052233,-1.0143774,-0.21509846,-0.13876878,-0.12997864,-0.37333798,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-1.1217587,-0.6716428,-0.4285961,-0.2241128,0.112404324,-1.3022896,-1.1769466,-1.9509503,-1.4971685,-2.4449024,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-1.3284384,-0.27889544,-0.68225485,-1.243976,-0.2335685,-0.5758652,-1.3114858,0.013864466,-0.29731935,1.819226,-0.22330509,-0.2556622,-0.072919846
20203,-0.10748415,0.9801724,-0.12259124,-0.21509846,-0.13876878,-0.12997864,0.3340256,-0.4341171,0.26106188,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,0.16159564,-0.6716428,-0.4285961,-0.2241128,0.112404324,1.45256,0.9249476,-0.09259319,0.98583287,0.48204833,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,-0.68225485,1.3491218,-0.2335685,-0.5758652,1.6366345,0.013864466,0.10351589,-0.454436,-0.22330509,-0.2556622,-0.072919846
332899,0.6188392,0.029825043,1.4283412,-0.21509846,-0.13876878,-0.12997864,0.3340256,2.7244668,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.23293988,-0.1802945,0.97827566,0.2489352,-0.4285961,-0.2241128,1.4336245,-1.1055146,-0.876676,0.6627332,-1.05115,0.8380709,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,1.7563437,0.3517765,-0.2335685,0.3184437,-1.1009058,0.013864466,0.53920716,-1.1774478,-0.22330509,-0.2556622,-0.072919846
251837,0.25567755,0.5728807,0.61410165,-0.21509846,-0.13876878,-0.12997864,-0.37333798,-0.4341171,0.26106188,3.0762184,-0.3530344,-0.28930125,-0.16986519,-0.26012468,-0.10369204,0.5893804,-0.38862723,-0.18136202,-0.2241128,0.112404324,0.86223507,0.4745417,0.43189353,0.6707503,0.7226441,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,-0.07260519,0.75071466,-0.2335685,-0.2430991,1.0048945,0.013864466,1.038799,-0.8442613,-0.22330509,-0.2556622,-0.072919846
431562,1.2810752,1.9305197,1.4671144,0.20471604,-0.13876878,-0.12997864,0.3340256,0.017109161,2.011508,-0.2848693,1.7101827,0.6672391,-0.16986519,1.7943109,-0.1802945,1.3671709,1.6601608,-0.4285961,0.0598347,0.112404324,1.45256,1.9758945,2.027831,1.3959434,1.0797862,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,2.2623825,0.5884504,1.7563437,-0.24663068,-0.2335685,1.8805044,1.6366345,0.013864466,0.39115578,-1.1810474,-0.22330509,-0.2556622,-0.072919846
167308,-0.55609566,-0.6489945,-0.51032436,-0.21509846,-0.13876878,-0.12997864,-0.37333798,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.027089573,-0.6550844,-0.6716428,0.5878107,0.0598347,0.112404324,-0.9087396,-0.876676,-0.80238163,-1.1239895,0.14131658,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,1.8750303,-0.009524341,-0.72996825,-0.27889544,-0.68225485,-0.6455688,-0.2335685,-0.5758652,-0.8903257,0.013864466,-0.7027626,0.24424131,-0.22330509,-0.2556622,-0.072919846
387276,0.6402017,-0.92052233,1.7385277,-0.21509846,-0.13876878,-0.12997864,-0.37333798,0.46833542,1.428026,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,0.27932027,1.0949442,-0.6716428,0.92817074,-0.2241128,0.112404324,-1.3022896,-1.1769466,0.030741647,-1.0082716,0.6663367,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,1.6639124,-0.27889544,-0.68225485,0.75071466,-0.2335685,-0.5758652,-1.3114858,0.013864466,0.9146494,-1.49763,-0.22330509,-0.2556622,-0.072919846
