,url_length,hostname_length,path_length,query_length,has_ip,has_at_symbol,count_dots,count_hyphens,count_slashes,count_underscores,count_question_marks,count_equals,count_ampersands,count_digits,count_uppercase,count_lowercase,digit_ratio,uppercase_ratio,special_char_count,subdomain_count,max_segment_length,avg_segment_length,url_entropy,hostname_entropy,path_entropy,uses_https,suspicious_words,count_percent,count_semicolons,count_colons,count_brackets,count_plus,count_asterisk,path_depth,query_params,max_consecutive_digits,max_consecutive_letters,hostname_digit_ratio,path_digit_ratio,domain_length,tld_length,vowel_consonant_ratio,unique_char_ratio,numeric_domain_ratio,shortening_service,suspicious_tld
287812,0.04205302,0.70864457,0.18759523,-0.21509846,-0.13876878,-0.12997864,0.3340256,-0.4341171,0.84454393,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,0.39493278,-0.6716428,-0.4285961,-0.2241128,0.112404324,1.05901,0.62467706,0.05077122,0.65844935,0.6104831,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,1.0654423,-0.27889544,-0.68225485,0.9501837,-0.2335685,-0.5758652,1.2154745,0.013864466,0.17774491,-0.7963733,-0.22330509,-0.2556622,-0.072919846
427641,-0.7910826,-0.7847584,-1.0531507,-0.21509846,7.206232,-0.12997864,0.3340256,-0.4341171,-1.4893843,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.7260044,-0.1802945,-1.5495434,5.192439,-0.4285961,-0.2241128,1.4336245,-1.4990646,-1.552285,-2.6052282,-2.8664577,-2.4449024,-1.0827192,-0.22325253,-0.06929124,-0.11634927,5.6515603,-0.07281241,-0.09906927,-0.009524341,-1.3284384,-0.27889544,0.53704447,-1.4434451,6.5811152,-0.5758652,0.5837344,-3.2683303,-4.5729,0.6312375,6.743331,-0.2556622,-0.072919846
327867,0.704289,-0.6489945,1.777301,-0.21509846,-0.13876878,-0.12997864,-0.37333798,3.6269193,0.26106188,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.8903593,0.58573014,0.31715375,1.0919908,1.4972273,-0.2241128,0.112404324,-0.9087396,-0.876676,1.2394391,-0.55841917,0.9121786,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,1.7563437,-0.24663068,-0.2335685,0.992238,-0.8903257,0.013864466,0.5991729,-1.0228515,-0.22330509,-0.2556622,-0.072919846
221725,-0.53473324,-0.24170277,-0.58787096,-0.21509846,-0.13876878,-0.12997864,0.3340256,0.017109161,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.5773053,-0.6716428,-0.4285961,-0.2241128,0.112404324,-0.31841472,-0.42627013,-0.46487457,-0.45057416,0.04398895,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.68225485,-1.243976,-0.2335685,-0.5758652,-0.2585857,0.013864466,-0.7027626,0.57869756,-0.22330509,-0.2556622,-0.072919846
467316,-0.32110867,-1.1920502,0.11004861,-0.21509846,-0.13876878,-0.12997864,-1.0807016,0.017109161,0.84454393,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,0.04951289,-0.38285768,-0.51136094,0.7323637,-0.2241128,-1.2088159,-0.7119646,-0.58828104,-0.4259084,-1.019067,0.3709252,-1.0827192,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,1.0654423,-0.27889544,-0.68225485,-0.6455688,0.40375394,-0.5758652,-0.6797458,-1.0802006,0.66766167,0.09386511,0.33356094,-0.2556622,-0.072919846
73010,-0.53473324,-0.51323056,-0.51032436,-0.21509846,-0.13876878,-0.12997864,-0.37333798,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.49952626,-0.6716428,-0.4285961,-0.2241128,0.112404324,-0.7119646,-0.7265407,-0.7480257,-0.53573596,0.14131658,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.72996825,-0.27889544,-0.68225485,0.3517765,-0.2335685,-0.5758652,-0.6797458,0.013864466,-0.43524164,0.3597809,-0.22330509,-0.2556622,-0.072919846
330274,-0.08612169,0.16558896,0.11004861,-0.21509846,-0.13876878,-0.12997864,0.3340256,-0.4341171,0.26106188,0.55540264,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,0.16159564,-0.6716428,-0.4285961,-0.2241128,0.112404324,0.2719102,0.024135765,-0.6231299,0.48902,0.30290985,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,0.46697214,-0.27889544,-0.68225485,0.15230744,-0.2335685,-0.5758652,0.37315437,0.013864466,0.10351589,-0.78764486,-0.22330509,-0.2556622,-0.072919846
65890,-0.47064584,1.6589918,-1.0143774,-0.21509846,-0.13876878,-0.12997864,0.3340256,-0.4341171,-0.9059022,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.1802945,-0.4217472,-0.6716428,-0.4285961,-0.2241128,1.4336245,0.6654601,0.4745417,-0.94511795,0.98743635,-2.4449024,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-1.3284384,-0.27889544,-0.68225485,0.55124557,-0.2335685,-0.5758652,-0.46916574,0.013864466,-0.6860086,0.06424311,-0.22330509,3.9114115,-0.072919846
296340,-0.4920083,0.16558896,-0.62664425,-0.21509846,-0.13876878,-0.12997864,0.3340256,-0.4341171,-0.32242018,-0.2848693,-0.3530344,-0.28930125,-0.16986519,-0.4244795,-0.10369204,-0.5384158,-0.6716428,0.04051473,-0.2241128,1.4336245,-0.31841472,-0.76407456,-1.1512928,-0.08581155,-0.21445967,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,-0.13149805,-0.27889544,-0.68225485,-0.44609973,-0.2335685,-0.5758652,-0.2585857,0.013864466,0.5991729,0.15770383,-0.22330509,-0.2556622,-0.072919846
32053,0.08477792,0.16558896,0.4202351,-0.21509846,-0.13876878,-0.12997864,0.3340256,0.46833542,0.84454393,-0.2848693,-0.3530344,-0.28930125,-0.16986519,0.3151173,-0.1802945,0.04492708,0.7562992,-0.4285961,-0.2241128,1.4336245,-0.9087396,-0.76407456,1.1252624,0.7764355,0.88715625,0.9236005,-0.22325253,-0.06929124,-0.11634927,-0.1210725,-0.07281241,-0.09906927,-0.009524341,1.0654423,-0.27889544,2.0611687,-1.0445069,-0.2335685,1.1186148,-1.1009058,0.013864466,0.7715756,-0.144391,-0.22330509,-0.2556622,-0.072919846
